| name | position | department | school | degrees | research_interests |
| Dr CHAN Wai-lok | ['Associate Professor', 'Academic Staff'] | ['Department of Electrical and Electronic Engineering'] | ['University of Hong Kong', 'City University London', 'The University of Hong Kong', 'City University', 'London'] | ['BSc(Eng)', 'Bachelor of Science in Engineering', 'Master of Philosophy', 'Doctor of Philosophy'] | ['industrial automation and computer applications in power system'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr CHAN Yui-Lam | ['Associate-Professor', 'Associate Professor', 'Special Sessions Co-Chairs', 'Publicity Co-Chairs', 'Technical Program Co-Chairs', 'Publicity Chair', 'Local Arrangement Co-Chairs', 'Registration Chair', 'Academic Staff'] | ['Department of Electronic and Information Engineering', 'Department of Electrical and Electronic Engineering'] | ['The Hong Kong Polytechnic University', '[Hong Kong University', 'University of California', 'Berkeley]', 'Bachelor of Engineering in Electronic Engineering', 'Hong Kong Polytechnic'] | ['PhD', 'BEng with a First Class Honours degree', '[PhD', 'Masters]', 'Doctor of Philosophy', 'The Hong Kong Polytechnic University'] | ['Information and Communication Technology', 'image processing', 'signal processing', 'multimedia', 'video', 'speech processing', 'multimedia technologies', 'image and video compression', 'video streaming', 'video transcoding', 'video conferencing', 'digital TV/HDTV', '3DTV/3DV', 'multi-view video coding', 'future video coding standards', 'error-resilient coding', 'and digital VCR'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr CHAN Yuk-Hee, Chris | ['Member'] | ['Department of Electrical and Electronic Engineering'] | ['The Chinese University of Hong Kong'] | ['Bachelor of Science', 'Doctor of Philosophy'] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr CHEN Wen | ['Associate Professor', 'Academic Staff'] | ['Department of Electronic and Information Engineering', 'Department of Electrical and Electronic Engineering'] | ['National University of Singapore'] | ['Ph', 'D', 'Bachelor of Engineering', 'Chongqing University', 'Master of Engineering', 'Doctor of Philosophy', 'National University of Singapore'] | ['computer vision', 'pattern recognition', 'image processing', 'machine learning', 'optics and lasers engineering', 'sensors', 'optical encoding', 'information photonics', 'free-space optical transmission', 'optical imaging/sensing', 'single-pixel imaging', 'digital holography', 'information optics', 'optical signal/image processing', 'deep learning in optics and photonics'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr GU Weihua | ['Associate Professor', 'Academic Staff'] | ['Department of Electrical and Electronic Engineering'] | ['University of California', 'Berkeley'] | ['M', 'A', 'Sc', 'PhD', 'Master of Science in Engineering', 'Master of Arts in Economics', 'Doctor of Philosophy'] | ['Open Platform for University Scholars ORCID ID SCOPUS ID', 'public transit systems', 'railway systems', 'multimodal urban transportation systems', 'freeway traffic operations', 'queueing models', 'and infrastructure management'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr HO Wang-Hei, Ivan | ['Postdoctoral Research Associate', 'Chief R&D Engineer', 'Associate Editor', 'TPC Co-chair', 'Academic Staff'] | ['Department of Electrical and Electronic Engineering'] | ['Imperial College London', 'The Chinese University of Hong Kong', 'University of London'] | ['Ph', 'D', 'Bachelor of Engineering', 'Master of Philosophy', 'Doctor of Philosophy'] | ['wireless mesh embedded system', 'indoor positioning', 'wireless communications and networking', 'vehicular networks', 'intelligent transportation systems', 'Internet of things', 'network coding'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr KOCAR Ilhan | ['Associate Professor', 'Under contract to the Electric Power Research Institute (EPRI)', 'principal investigator of the research project on the impact of renewables on system protection'] | ['Department of Electrical and Electronic Engineering'] | ['École Polytechnique affiliated with Université de Montréal', 'Canada', 'top university'] | ['Ph', 'D', 'in Electrical Engineering', 'graduate studies'] | ['electric power and energy systems', 'impact of renewables on system protection'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr LAW Ngai-Fong, Bonnie | ['Associate Professor', 'Academic Staff', 'Senior member of the Institute of Electrical and Electronics Engineers', 'Member of the Institute of Electrical and Electronics Engineers'] | ['Department of Electronic and Information Engineering', 'Department of Electrical and Electronic Engineering'] | ['University of Tasmania', 'University of Auckland', 'The University of Auckland'] | ['PhD', 'BEng (Hons)', 'Bachelor of Engineering', 'Doctor of Philosophy'] | ['wavelet transform', 'image enhancement and retrieval', 'bioinformatics', 'image forensics', 'gene expression and DNA sequence analysis', 'source camera identification', 'gene expression data analysis', 'DNA sequence analysis'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr LEUNG Hung-Fat, Frank | ['Associate Professor', 'Editor', 'Guest editor', 'Reviewer', 'Leader of the BSc in IMT programme', 'Chartered Engineer', 'Corporate member of IET and HKIE', 'Senior member of IEEE', 'Academic Staff'] | ['Department of Electrical and Electronic Engineering'] | ['Hong Kong Polytechnic University', 'Bachelor of Engineering', 'Hong Kong Polytechnic'] | ['BEng', 'PhD', 'Doctor of Philosophy', 'Hong Kong Polytechnic'] | ['Computational Intelligence', 'Intelligent Control', 'Signal Processing', 'and Power Electronics', 'machine learning', 'computational intelligence', 'intelligent control'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr LO Kwok-Tung | ['member', 'Associate Professor'] | ['Department of Electrical and Electronic Engineering'] | ['Hong Kong University', 'The Chinese University of Hong Kong'] | ['PhD', 'Master of Philosophy', 'Doctor of Philosophy'] | ['multimedia signal processing', 'digital watermarking', 'multimedia encryption', 'image and video coding', 'P2P networking and video streaming', 'multimedia communications and Internet applications', 'optical engineering', 'wireless communications', 'signal processing'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr LOO Ka-Hong | ['Associate Professor', 'Assistant Dean (External Engagement) of Faculty of Engineering'] | ['Department of Electrical and Electronic Engineering', 'Department of Electronic and Information Engineering'] | ['University of Sheffield', 'The University of Sheffield'] | ['B', 'Eng', '(Hons', ') in electronic engineering', 'Ph', 'D', 'Bachelor of Engineering', 'Doctor of Philosophy'] | ['mercury-free fluorescent lamp diagnostics and modeling', 'power electronics and renewable energy systems'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr LUN Pak-Kong, Daniel | ['Associate Professor', 'Associate Head', 'General Co-Chair', 'Technical Co-Chair', 'General Chair', 'Chair Professor', 'Head of the Department of Electrical and Electronic Engineering', 'Academic Staff', 'Associate Editor', 'Leading guest editor', 'Member'] | ['Department of Electronic and Information Engineering', 'Department of Electrical and Electronic Engineering'] | ['University of Essex', 'UK', 'Hong Kong Polytechnic University', 'International Workshop on Advanced Image Technology (IWAIT 2022)', 'International Conference on Visual Communications and Image Processing (VCIP 2020)', 'International Conference on Digital Signal Processing (DSP 2014)', 'International Symposium on Intelligent multimedia', 'video and speech processing (ISIMP 2004)', 'Hong Kong Polytechnic'] | ['B', 'Sc', '(Hons', ')', 'PhD', 'Ph', 'D', 'Bachelor of Science', 'Doctor of Philosophy'] | ['Intelligent multimedia', 'video and speech processing', 'signal and image processing', 'Signal Processing', 'Electrical Engineering', 'Deep neural network', 'Signal and image enhancement', 'Computational imaging', '3D model reconstruction', 'Wavelet theory and applications'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| WANG Qin | ['Associate Professor', 'Associate Editor'] | ['Department of Electrical and Electronic Engineering'] | ['Huazhong University of Science and Technology', 'South China University of Technology', 'Iowa State University'] | ['BEng (Hons) in Electrical Engineering', 'MEng (Distinction) in Electrical Engineering', 'PhD (Distinction) in Electrical Engineering'] | ['electrical engineering', 'autonomous', 'intelligent and integrated energy systems'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr. Dongmei Huang | ['Postdoctoral Fellow', 'Research Assistant Professor'] | ['Department of Electrical Engineering'] | ['Huazhong University of Science and Technology', 'Chongqing University', 'Hong Kong Polytechnic University'] | ['B', 'Eng', 'in Measuring and Control Technology and Instrumentation', 'M', 'S', 'in College of Optoelectronic Engineering', 'PhD in Electronic and Information Engineering'] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| HUANG Dongmei | ['Academic Staff', 'Department of Electrical and Electronic Engineering'] | ['Department of Electrical and Electronic Engineering'] | [] | [] | ['mode locked fiber lasers', 'swept fiber lasers and applications in OCT and LiDAR', 'WGM microresonator and fiber optics sensors'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr KARAAGAC Ulas | ['Assistant Professor', 'Postdoctoral Fellow', 'Research Associate', 'Research Assistant Professor'] | ['Department of Electrical and Electronic Engineering', 'Department of Electrical Engineering'] | ['Middle East Technical University', 'Ankara', 'Turkey', 'Polytechnique Montreal'] | ['B', 'Sc', 'PhD in electrical and electronics engineering', 'PhD'] | ['synchronous machine modeling precision and efficiency in the computation of electromagnetic transients', 'grid integration of onshore and HVDC connected offshore wind farms', 'impact of renewables on power transmission system protection', 'and electrical machine modeling for the computation of electromagnetic transients', 'integration of large scale renewables into power grids', 'modeling and simulation of large scale power systems', 'power system dynamics and control'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
